station_id,inspector_id,inspection_date,next_inspection_date,cleanliness_score,temperature_check,status,comments
14,24,2025-09-02,2025-09-23,4.2,10.51,All clean,
11,16,2025-02-01,2025-02-25,3.8,23.5,Passed inspection,
9,18,2025-07-22,2025-08-18,3.3,8.59,Needs improvement,Excellent
13,49,2025-09-22,2025-10-15,5.7,13.03,Perfect condition,
5,34,2025-08-11,2025-09-08,3.2,22.89,Passed inspection,Deep clean needed
11,35,2026-02-01,2026-02-16,4.5,21.54,All clean,Deep clean needed
9,21,2025-02-03,2025-02-22,5.4,24.8,Passed inspection,Deep clean needed
11,2,2025-09-29,2025-10-19,5.3,6.7,Needs improvement,Watch fridge temp
6,37,2025-05-21,2025-06-14,3.8,10.65,Passed inspection,Deep clean needed
5,34,2025-07-25,2025-08-08,4.8,6.66,All clean,Excellent
3,21,2025-12-09,2026-01-03,4.8,10.95,All clean,OK
5,45,2025-05-29,2025-06-27,5.7,19.02,Fridge slightly warm,Watch fridge temp
7,5,2026-02-09,2026-02-25,5.0,18.17,Passed inspection,Deep clean needed
2,9,2025-08-04,2025-08-29,4.9,5.4,Fridge slightly warm,Excellent
13,6,2025-10-07,2025-11-01,3.6,10.9,Fridge slightly warm,Excellent
3,13,2025-11-18,2025-12-03,5.6,6.33,Needs improvement,Excellent
4,34,2025-06-22,2025-07-10,3.6,6.41,Passed inspection,Excellent
7,45,2026-02-10,2026-02-24,3.5,19.81,Needs improvement,OK
12,17,2026-02-20,2026-03-03,3.0,13.02,Fridge slightly warm,Deep clean needed
14,42,2025-03-08,2025-04-06,3.1,15.69,Good,Excellent
5,8,2025-03-30,2025-04-12,3.1,19.31,All clean,OK
11,21,2026-02-11,2026-02-21,5.3,7.67,All clean,Excellent
11,48,2025-08-25,2025-09-16,5.1,24.34,Passed inspection,Excellent
6,10,2025-07-29,2025-08-05,4.7,24.69,Fridge slightly warm,Watch fridge temp
4,49,2025-10-30,2025-11-08,4.7,10.71,Fridge slightly warm,Watch fridge temp
3,18,2025-05-22,2025-06-03,4.6,16.31,Perfect condition,Excellent
10,15,2025-05-27,2025-06-24,3.2,14.76,Good,
2,5,2025-02-17,2025-03-10,3.1,21.23,Needs improvement,Excellent
9,6,2025-12-11,2025-12-19,4.6,20.35,Needs improvement,Excellent
1,31,2025-12-25,2026-01-02,3.7,7.79,Perfect condition,Watch fridge temp
12,36,2025-10-09,2025-11-03,3.4,21.16,Fridge slightly warm,OK
1,29,2025-05-14,2025-06-03,5.7,5.03,Needs improvement,Deep clean needed
10,16,2025-05-28,2025-06-20,5.8,18.34,Needs improvement,Excellent
14,43,2025-09-05,2025-10-02,5.1,23.57,All clean,Excellent
4,7,2025-12-03,2025-12-31,5.9,17.98,Passed inspection,Deep clean needed
5,14,2025-03-01,2025-03-30,5.7,24.88,Good,
13,26,2025-04-04,2025-04-22,5.6,4.58,All clean,OK
1,36,2025-12-02,2025-12-10,3.3,23.37,Fridge slightly warm,Watch fridge temp
4,3,2025-09-05,2025-10-01,3.3,17.58,Passed inspection,OK
6,18,2025-02-12,2025-02-23,4.5,11.08,Good,Excellent
11,12,2025-11-28,2025-12-10,5.5,15.61,Fridge slightly warm,Watch fridge temp
10,38,2025-04-08,2025-04-25,4.5,16.84,Fridge slightly warm,Excellent
12,14,2026-02-23,2026-03-25,4.4,23.94,All clean,OK
1,39,2025-05-13,2025-06-07,3.9,24.16,Fridge slightly warm,
3,11,2025-08-26,2025-09-02,3.3,5.56,Passed inspection,Watch fridge temp
10,27,2025-12-09,2026-01-02,3.7,19.23,Needs improvement,Excellent
2,21,2026-01-14,2026-02-13,3.3,7.25,Good,Deep clean needed
8,23,2026-02-20,2026-03-04,5.6,22.02,Perfect condition,Deep clean needed
12,31,2025-11-25,2025-12-14,5.6,7.93,Fridge slightly warm,Excellent
8,11,2025-11-16,2025-12-13,5.9,21.26,Perfect condition,OK
9,10,2025-05-28,2025-06-26,4.1,13.97,All clean,Excellent
4,50,2026-02-07,2026-02-18,4.5,18.29,Good,Deep clean needed
5,4,2025-09-05,2025-10-04,4.1,18.92,Good,Deep clean needed
14,22,2026-01-07,2026-01-29,3.8,10.29,Perfect condition,OK
3,2,2025-11-18,2025-12-04,4.0,5.36,All clean,
1,8,2025-05-27,2025-06-19,3.4,13.12,Fridge slightly warm,Watch fridge temp
1,16,2025-04-08,2025-04-24,5.2,7.44,Needs improvement,Deep clean needed
1,49,2025-01-05,2025-02-02,3.9,5.53,Fridge slightly warm,OK
10,46,2025-04-10,2025-05-06,3.6,18.7,Good,Excellent
6,31,2026-01-07,2026-01-16,4.8,17.6,All clean,Excellent
13,30,2025-01-11,2025-02-09,5.4,5.72,Perfect condition,Deep clean needed
14,19,2025-07-08,2025-07-20,4.2,20.55,All clean,Deep clean needed
11,49,2025-11-02,2025-11-16,4.6,15.67,All clean,
4,48,2025-02-23,2025-03-10,5.4,11.59,Fridge slightly warm,Excellent
2,18,2025-04-25,2025-05-08,3.1,10.31,Fridge slightly warm,
11,18,2025-04-29,2025-05-28,5.3,4.75,Good,OK
9,14,2025-12-26,2026-01-10,5.5,9.88,Fridge slightly warm,Watch fridge temp
13,32,2025-04-04,2025-04-27,4.4,8.29,Good,Watch fridge temp
12,32,2025-05-02,2025-05-16,4.6,20.85,All clean,Watch fridge temp
1,23,2025-07-21,2025-08-17,5.2,11.39,All clean,Deep clean needed
9,37,2025-08-16,2025-09-06,3.1,6.54,Perfect condition,Watch fridge temp
7,23,2025-04-10,2025-04-27,5.8,14.58,Good,Excellent
5,28,2025-04-02,2025-04-11,4.8,15.7,Needs improvement,OK
12,44,2025-05-07,2025-05-31,4.5,11.62,Perfect condition,Deep clean needed
2,35,2026-01-05,2026-01-27,4.9,5.57,Passed inspection,
4,50,2025-01-04,2025-01-25,5.2,13.5,Perfect condition,Watch fridge temp
7,28,2025-11-25,2025-12-25,5.1,8.54,Perfect condition,OK
5,42,2025-07-14,2025-07-27,3.9,9.23,Perfect condition,Watch fridge temp
14,38,2025-06-17,2025-06-27,3.5,19.16,Perfect condition,Watch fridge temp
13,49,2025-02-09,2025-03-03,5.2,19.8,Good,Watch fridge temp
5,36,2025-07-27,2025-08-25,3.3,5.97,Good,Excellent
3,41,2026-01-09,2026-02-05,4.0,9.61,Fridge slightly warm,OK
11,36,2026-01-08,2026-01-24,4.1,7.92,Needs improvement,Excellent
5,50,2025-05-29,2025-06-09,5.8,14.93,All clean,Deep clean needed
11,17,2025-03-29,2025-04-12,3.9,12.9,Passed inspection,Deep clean needed
8,18,2025-12-18,2026-01-12,4.8,4.93,Good,Watch fridge temp
9,21,2025-06-14,2025-06-29,4.0,12.16,All clean,Watch fridge temp
3,24,2025-09-29,2025-10-11,3.5,18.74,Perfect condition,Watch fridge temp
6,46,2025-03-02,2025-03-09,3.9,15.0,Perfect condition,OK
7,1,2026-01-21,2026-02-18,4.2,10.76,All clean,Deep clean needed
5,41,2025-12-27,2026-01-13,5.0,20.63,Good,Deep clean needed
10,40,2025-11-27,2025-12-26,4.4,7.7,Good,Excellent
14,3,2025-01-01,2025-01-15,5.8,20.56,Perfect condition,Watch fridge temp
10,24,2025-04-12,2025-05-10,3.4,23.12,Needs improvement,Watch fridge temp
11,27,2026-02-17,2026-03-12,4.2,6.66,Good,Deep clean needed
7,45,2025-06-04,2025-06-18,5.8,6.65,Passed inspection,
6,44,2025-09-19,2025-10-18,4.7,20.31,Perfect condition,Deep clean needed
12,25,2025-12-19,2025-12-27,5.6,24.14,Fridge slightly warm,Excellent
10,9,2025-07-02,2025-07-27,5.0,15.37,Fridge slightly warm,Watch fridge temp
3,16,2025-03-01,2025-03-17,3.9,17.55,Passed inspection,
3,19,2025-12-29,2026-01-21,4.1,15.11,Needs improvement,Excellent
10,45,2025-10-19,2025-10-29,5.9,19.08,All clean,
10,7,2025-12-12,2026-01-05,5.0,6.86,Good,Excellent
7,43,2026-02-18,2026-03-05,5.4,6.26,Perfect condition,
8,48,2025-09-10,2025-10-01,4.5,12.53,Passed inspection,
2,7,2025-12-05,2025-12-19,3.6,21.98,Perfect condition,Watch fridge temp
7,29,2026-02-03,2026-02-14,4.7,23.3,Perfect condition,Watch fridge temp
2,36,2025-04-13,2025-04-22,5.2,4.51,All clean,Deep clean needed
14,11,2025-05-21,2025-06-18,5.4,8.15,Passed inspection,OK
1,9,2025-10-07,2025-10-16,5.2,22.3,Needs improvement,Watch fridge temp
10,28,2025-11-29,2025-12-20,5.7,19.21,Passed inspection,Deep clean needed
8,46,2026-02-20,2026-03-19,4.5,20.37,All clean,Watch fridge temp
13,40,2025-04-17,2025-05-09,5.4,9.86,Fridge slightly warm,OK
2,7,2025-11-11,2025-12-07,4.1,5.95,Good,Watch fridge temp
10,39,2025-05-14,2025-05-24,4.3,22.75,Perfect condition,OK
4,45,2025-07-20,2025-07-27,5.8,14.6,Good,Excellent
2,48,2025-01-02,2025-01-23,4.3,21.04,Good,OK
14,37,2025-04-02,2025-04-18,4.9,6.26,Passed inspection,Excellent
6,33,2025-01-10,2025-01-21,4.1,11.16,Perfect condition,OK
4,9,2025-06-18,2025-07-16,3.5,14.59,Fridge slightly warm,
11,47,2026-02-17,2026-03-17,3.4,23.34,All clean,Deep clean needed
10,50,2026-01-23,2026-02-05,4.4,23.16,All clean,Watch fridge temp
11,32,2025-03-24,2025-04-10,4.8,24.76,Good,
9,46,2025-01-10,2025-01-26,4.7,17.78,Good,Deep clean needed
4,7,2025-06-20,2025-07-09,3.8,12.28,All clean,OK
14,7,2025-10-06,2025-10-29,4.0,9.85,Perfect condition,
6,43,2025-06-12,2025-06-19,4.5,13.88,Perfect condition,Watch fridge temp
5,11,2026-01-30,2026-02-20,4.4,18.3,Good,OK
9,6,2025-05-13,2025-06-03,5.4,14.87,Fridge slightly warm,Deep clean needed
1,1,2025-08-21,2025-09-02,4.4,10.66,Good,Watch fridge temp
4,30,2025-07-17,2025-07-29,3.3,22.07,All clean,OK
2,38,2025-12-01,2025-12-08,3.2,10.21,Fridge slightly warm,Deep clean needed
9,39,2025-10-03,2025-10-25,5.0,12.16,Fridge slightly warm,Excellent
6,47,2025-01-16,2025-02-07,3.0,11.7,Fridge slightly warm,Deep clean needed
9,10,2025-04-26,2025-05-24,4.9,12.98,Good,Excellent
2,17,2026-02-07,2026-02-20,5.7,13.05,Fridge slightly warm,
3,17,2025-07-19,2025-08-10,3.4,22.74,Passed inspection,Watch fridge temp
9,14,2026-02-25,2026-03-12,5.0,13.5,Passed inspection,Excellent
