station_id,inspector_id,inspection_date,next_inspection_date,cleanliness_score,temperature_check,status,comments
10,7,2026-01-28,2026-02-17,5.3,20.05,Needs improvement,Excellent
5,3,2025-11-24,2025-12-14,5.0,11.36,Good,Excellent
5,4,2025-11-08,2025-12-06,3.3,12.51,Passed inspection,Watch fridge temp
11,28,2025-08-04,2025-08-19,3.5,13.44,Good,Excellent
7,14,2026-01-18,2026-02-07,5.5,15.89,Needs improvement,Watch fridge temp
3,28,2025-04-16,2025-05-14,5.2,7.4,All clean,OK
5,41,2026-01-30,2026-02-13,5.1,16.55,Fridge slightly warm,Watch fridge temp
5,33,2025-05-02,2025-05-13,4.0,12.27,All clean,
8,25,2026-02-09,2026-03-02,5.9,24.06,Needs improvement,Watch fridge temp
9,45,2025-04-09,2025-04-21,3.3,21.96,Needs improvement,OK
5,29,2025-04-03,2025-04-13,5.9,19.38,Passed inspection,OK
12,36,2025-09-04,2025-09-23,5.7,13.12,Passed inspection,Deep clean needed
4,12,2025-06-24,2025-07-07,3.3,7.77,Needs improvement,Excellent
2,14,2025-06-11,2025-07-08,3.4,16.34,Perfect condition,Watch fridge temp
3,41,2025-07-24,2025-08-02,4.2,7.51,Passed inspection,Excellent
12,36,2025-04-04,2025-04-24,4.1,21.9,Good,Excellent
14,12,2025-04-20,2025-04-29,5.1,15.43,All clean,Deep clean needed
13,31,2025-11-08,2025-12-02,5.9,8.84,Needs improvement,OK
11,50,2025-12-18,2026-01-13,4.1,19.97,All clean,Watch fridge temp
13,24,2025-06-26,2025-07-04,4.1,23.84,Perfect condition,
14,22,2025-05-23,2025-06-16,3.5,16.17,Fridge slightly warm,Excellent
14,2,2025-07-11,2025-08-07,5.4,6.35,Good,Excellent
14,9,2025-03-03,2025-04-02,4.8,23.24,All clean,Deep clean needed
3,15,2025-03-05,2025-03-12,5.8,24.09,Passed inspection,Watch fridge temp
4,22,2025-12-06,2025-12-26,5.3,22.79,Needs improvement,Watch fridge temp
11,27,2025-12-06,2025-12-31,4.3,23.89,Fridge slightly warm,OK
6,26,2025-08-03,2025-08-12,5.7,18.97,Perfect condition,Excellent
11,43,2025-12-23,2026-01-09,3.1,7.17,Perfect condition,Watch fridge temp
14,41,2025-05-26,2025-06-17,4.1,7.41,Needs improvement,Excellent
12,9,2025-10-31,2025-11-11,4.0,18.19,Needs improvement,Excellent
10,31,2025-07-06,2025-07-18,5.0,22.73,Needs improvement,OK
6,30,2025-05-23,2025-06-06,5.1,17.58,Passed inspection,Watch fridge temp
10,30,2025-01-27,2025-02-04,4.0,15.98,Good,OK
14,38,2025-06-02,2025-06-22,4.6,7.45,Perfect condition,Excellent
10,25,2025-03-09,2025-04-03,5.9,17.98,Fridge slightly warm,Watch fridge temp
6,48,2025-02-23,2025-03-18,4.9,14.07,Passed inspection,Excellent
13,46,2026-01-24,2026-02-05,3.0,4.73,Perfect condition,Excellent
8,5,2026-02-03,2026-02-22,3.6,11.51,All clean,Deep clean needed
1,28,2025-05-19,2025-05-28,4.6,7.54,Needs improvement,
14,6,2025-09-22,2025-10-11,3.0,15.17,Good,Excellent
6,48,2025-06-02,2025-06-24,5.6,9.06,Perfect condition,
3,47,2025-08-06,2025-08-13,3.3,4.61,Good,OK
1,42,2025-01-05,2025-01-16,4.0,10.1,Perfect condition,Watch fridge temp
4,41,2025-05-20,2025-06-07,3.7,4.73,Good,
3,39,2025-10-18,2025-11-13,5.0,17.06,Perfect condition,Excellent
7,5,2025-02-09,2025-02-18,4.5,10.56,All clean,
12,33,2025-10-24,2025-11-10,5.2,15.06,All clean,OK
1,17,2025-05-07,2025-05-24,3.8,16.43,Good,OK
9,18,2025-04-24,2025-05-08,3.4,13.09,Passed inspection,
8,28,2025-11-23,2025-12-03,3.5,7.53,Perfect condition,
6,9,2025-03-07,2025-03-27,3.3,10.9,All clean,OK
13,9,2025-08-15,2025-08-23,5.4,19.45,Needs improvement,Excellent
1,2,2025-10-16,2025-11-08,5.4,13.66,Passed inspection,Excellent
12,43,2025-03-24,2025-04-03,5.7,12.04,Perfect condition,OK
11,43,2026-02-10,2026-03-10,4.2,18.09,Passed inspection,Excellent
13,29,2025-06-29,2025-07-23,5.9,21.61,Fridge slightly warm,Deep clean needed
1,23,2025-07-21,2025-08-20,3.3,5.82,Perfect condition,Deep clean needed
14,29,2025-11-21,2025-11-28,3.6,11.82,Good,OK
8,25,2025-03-12,2025-03-24,4.4,4.35,All clean,Excellent
2,13,2025-02-15,2025-03-11,3.9,22.33,All clean,Watch fridge temp
9,13,2025-10-05,2025-10-16,5.0,11.5,Perfect condition,Excellent
9,23,2025-01-10,2025-02-05,3.9,19.93,Needs improvement,OK
5,25,2025-09-19,2025-09-29,4.5,18.01,Passed inspection,OK
6,23,2025-02-04,2025-03-02,5.7,6.84,Perfect condition,Excellent
12,29,2025-04-23,2025-05-13,3.4,10.64,All clean,Deep clean needed
11,41,2025-11-30,2025-12-27,5.1,11.87,Passed inspection,Watch fridge temp
7,42,2025-10-08,2025-10-29,3.2,13.49,Passed inspection,OK
4,45,2025-07-22,2025-08-14,4.7,15.12,Needs improvement,
3,11,2025-06-20,2025-07-13,5.6,17.7,Passed inspection,Watch fridge temp
7,22,2025-08-22,2025-09-14,3.1,15.4,Good,Watch fridge temp
5,22,2025-10-22,2025-11-17,4.0,18.4,Passed inspection,OK
8,19,2025-03-26,2025-04-18,5.7,24.3,Needs improvement,Excellent
2,18,2026-02-08,2026-02-24,3.2,20.76,Passed inspection,OK
8,7,2025-03-16,2025-04-07,5.5,19.81,Passed inspection,Watch fridge temp
11,5,2025-01-14,2025-02-12,3.4,19.12,Good,
1,4,2025-11-18,2025-11-29,3.1,19.24,Passed inspection,Excellent
3,7,2025-02-13,2025-02-25,5.4,16.11,Good,Watch fridge temp
1,38,2025-05-16,2025-06-11,4.8,5.58,All clean,Watch fridge temp
11,7,2025-12-12,2026-01-08,3.6,17.52,Good,
12,50,2025-02-15,2025-03-06,3.6,19.42,Fridge slightly warm,OK
11,22,2025-06-11,2025-07-03,5.0,9.73,All clean,
2,49,2025-01-28,2025-02-15,4.8,11.19,Passed inspection,OK
5,13,2025-03-14,2025-04-04,3.7,8.84,Passed inspection,OK
2,29,2026-02-13,2026-02-24,5.1,7.22,Fridge slightly warm,Deep clean needed
12,49,2025-06-24,2025-07-03,3.7,7.32,All clean,OK
6,45,2025-09-26,2025-10-20,3.9,5.65,Passed inspection,
12,37,2025-05-22,2025-06-12,5.3,16.9,Good,Deep clean needed
7,10,2025-09-30,2025-10-15,5.3,19.99,Perfect condition,OK
2,37,2025-01-30,2025-02-13,5.1,12.32,Good,Watch fridge temp
14,2,2025-04-02,2025-04-22,5.7,15.08,Perfect condition,Excellent
10,17,2025-09-11,2025-09-20,5.0,20.74,Fridge slightly warm,
13,13,2025-10-29,2025-11-12,4.7,6.32,Perfect condition,
11,29,2026-01-20,2026-02-19,3.1,23.78,Needs improvement,
9,41,2025-12-17,2026-01-15,5.7,14.98,Needs improvement,Excellent
3,6,2025-04-13,2025-05-03,3.5,5.6,Passed inspection,Deep clean needed
4,30,2025-09-11,2025-10-02,5.7,9.21,All clean,OK
13,34,2025-01-10,2025-02-03,5.6,21.86,Needs improvement,Deep clean needed
7,19,2026-01-11,2026-01-18,5.3,22.67,All clean,Excellent
12,46,2026-02-18,2026-02-25,3.7,15.52,Perfect condition,Watch fridge temp
2,47,2025-03-02,2025-03-11,4.9,23.16,Needs improvement,OK
12,9,2025-07-23,2025-08-16,3.8,10.24,Needs improvement,Excellent
6,28,2025-11-23,2025-12-11,3.6,23.15,Passed inspection,Watch fridge temp
8,23,2026-02-07,2026-02-24,3.8,11.62,Needs improvement,Excellent
11,49,2025-12-30,2026-01-29,4.2,21.31,All clean,
13,19,2025-02-04,2025-02-25,5.1,9.49,Perfect condition,OK
13,13,2025-09-17,2025-10-09,4.7,9.93,Perfect condition,
8,5,2025-10-10,2025-10-19,4.2,10.41,Good,Deep clean needed
10,36,2025-12-26,2026-01-07,4.2,16.18,Needs improvement,Watch fridge temp
13,38,2025-09-27,2025-10-16,3.4,11.71,Perfect condition,
2,38,2025-03-16,2025-04-08,5.8,10.46,All clean,Watch fridge temp
12,44,2025-12-25,2026-01-16,5.7,9.96,Needs improvement,
4,47,2025-08-16,2025-09-15,4.8,19.91,Good,Watch fridge temp
4,18,2026-01-20,2026-02-15,3.7,12.49,Needs improvement,Deep clean needed
7,18,2025-03-30,2025-04-25,5.6,7.45,Good,OK
13,37,2025-11-06,2025-12-03,3.7,14.44,Fridge slightly warm,Watch fridge temp
6,42,2025-11-30,2025-12-29,5.6,7.99,Fridge slightly warm,OK
1,2,2025-08-12,2025-08-24,5.1,8.71,Needs improvement,Watch fridge temp
4,40,2025-12-04,2025-12-31,4.4,17.7,Perfect condition,OK
3,48,2025-02-28,2025-03-24,5.9,21.0,Passed inspection,Excellent
11,36,2025-03-22,2025-04-06,3.7,12.22,All clean,OK
2,30,2025-06-13,2025-06-25,4.6,7.75,Fridge slightly warm,
9,1,2025-10-02,2025-10-12,5.0,19.22,All clean,OK
8,22,2025-07-08,2025-08-06,4.3,20.99,Needs improvement,OK
4,12,2025-11-29,2025-12-06,3.3,19.98,Needs improvement,OK
13,35,2025-03-20,2025-04-08,4.8,23.81,Fridge slightly warm,Excellent
14,19,2025-06-18,2025-07-02,3.7,6.99,Perfect condition,Watch fridge temp
3,5,2025-10-08,2025-10-25,3.4,6.42,Passed inspection,Deep clean needed
10,11,2025-08-05,2025-08-29,4.7,13.12,All clean,Excellent
12,27,2025-01-01,2025-01-12,3.2,4.73,Perfect condition,
11,49,2025-04-18,2025-04-30,3.6,10.03,Perfect condition,
14,21,2025-07-18,2025-08-10,5.7,17.57,Fridge slightly warm,Deep clean needed
6,41,2025-05-20,2025-06-11,4.2,16.27,Perfect condition,Deep clean needed
12,6,2025-12-12,2025-12-26,3.7,21.88,Fridge slightly warm,OK
10,21,2025-05-29,2025-06-22,5.9,16.8,Fridge slightly warm,Deep clean needed
8,14,2025-07-08,2025-07-26,4.2,22.84,Passed inspection,Deep clean needed
10,12,2025-01-08,2025-01-30,5.4,15.08,Needs improvement,OK
12,50,2025-11-24,2025-12-14,3.6,10.66,Passed inspection,Watch fridge temp
10,40,2025-09-07,2025-09-22,3.6,12.85,Passed inspection,
4,11,2025-03-14,2025-04-11,3.7,17.29,Perfect condition,Watch fridge temp
6,22,2025-07-06,2025-07-29,3.3,22.12,Perfect condition,Excellent
